E_rebin_0.2eV (eV):Sum Ch12+14:Sum Ch12:Sum Ch14:Ch12 p16b rebin:Ch12 p16d rebin:Ch12 p17a rebin:Ch14 p16b rebin:Ch14 p16d rebin:Ch14 p17a rebin
32.500	4599.6	1659.1	2940.5	452.76	803.47	402.87	998.53	1712.8	229.21
32.700	4753.9	1660.0	3093.9	458.28	796.57	405.16	1047.6	1804.4	241.89
32.900	4654.7	1618.5	3036.2	463.78	746.81	407.92	1024.7	1773.4	238.14
33.100	4777.0	1695.4	3081.6	443.05	823.82	428.50	1008.8	1827.6	245.22
33.300	4590.2	1629.9	2960.3	459.26	789.15	381.50	1018.7	1709.7	231.84
33.500	4582.9	1661.2	2921.6	458.39	784.72	418.11	1033.5	1665.4	222.84
33.700	4547.8	1598.0	2949.8	428.38	736.60	433.03	962.84	1753.3	233.68
33.900	4626.6	1598.6	3028.0	418.85	750.52	429.24	967.85	1816.0	244.20
34.100	4484.1	1585.8	2898.3	412.35	755.78	417.67	997.24	1673.7	227.37
34.300	4450.9	1574.9	2876.0	408.59	734.04	432.25	976.82	1675.7	223.48
34.500	4555.9	1589.5	2966.4	457.60	744.97	386.95	1005.2	1728.0	233.23
34.700	4506.8	1537.9	2968.9	410.55	722.04	405.33	987.16	1749.4	232.37
34.900	4418.5	1576.1	2842.4	410.44	742.32	423.32	982.38	1637.7	222.31
35.100	4498.7	1621.2	2877.5	439.27	757.10	424.87	961.59	1690.0	225.88
35.300	4371.7	1570.2	2801.5	447.83	728.72	393.65	967.26	1615.1	219.11
35.500	4302.7	1538.2	2764.5	448.75	689.91	399.52	946.79	1603.3	214.39
35.700	4326.9	1526.7	2800.2	417.95	702.66	406.05	921.17	1655.7	223.34
35.900	4274.6	1523.5	2751.1	417.47	708.84	397.18	929.86	1606.6	214.57
36.100	4240.8	1523.3	2717.4	416.70	700.32	406.31	924.70	1581.1	211.69
36.300	4209.2	1480.2	2729.0	410.49	708.33	361.39	909.12	1602.8	217.07
36.500	4209.6	1494.3	2715.2	397.81	723.30	373.20	930.39	1572.9	211.95
36.700	4159.7	1479.0	2680.7	380.49	729.52	369.03	919.61	1553.6	207.43
36.900	4056.5	1462.8	2593.7	419.98	690.60	352.20	891.02	1500.0	202.62
37.100	4072.5	1446.7	2625.8	391.35	667.65	387.68	919.30	1504.4	202.11
37.300	4058.4	1474.1	2584.3	392.78	704.13	377.17	870.91	1510.5	202.86
37.500	3991.7	1394.7	2597.1	395.60	660.72	338.34	873.96	1519.6	203.51
37.700	3924.8	1437.6	2487.2	408.88	678.54	350.20	842.96	1448.0	196.16
37.900	4003.6	1438.7	2565.0	403.19	654.77	380.69	880.27	1486.8	197.88
38.100	3909.5	1411.4	2498.1	384.15	655.69	371.54	866.15	1436.5	195.44
38.300	3829.4	1389.7	2439.7	391.09	654.12	344.48	865.00	1388.6	186.15
38.500	3780.4	1389.1	2391.3	388.05	643.46	357.60	836.44	1370.3	184.56
38.700	3753.4	1359.9	2393.5	377.02	659.18	323.67	833.45	1375.7	184.34
38.900	3775.2	1350.1	2425.1	389.74	640.61	319.80	816.59	1417.4	191.09
39.100	3516.4	1276.2	2240.2	351.96	625.56	298.63	795.06	1272.1	173.09
39.300	3643.9	1287.9	2356.0	330.43	612.25	345.21	821.12	1354.4	180.53
39.500	3557.3	1304.7	2252.7	377.50	582.12	345.04	782.15	1296.8	173.71
39.700	3576.6	1284.1	2292.5	354.43	596.21	333.49	744.52	1364.0	183.99
39.900	3430.8	1275.2	2155.6	312.90	606.36	355.93	726.34	1260.0	169.23
40.100	3590.3	1306.0	2284.3	356.79	602.75	346.47	770.38	1334.8	179.15
40.300	3496.4	1329.3	2167.1	393.57	591.52	344.27	730.70	1266.4	169.98
40.500	3341.1	1241.4	2099.7	350.92	575.05	315.43	737.54	1201.6	160.56
40.700	3457.8	1261.3	2196.5	386.66	569.26	305.34	715.41	1304.9	176.24
40.900	3264.5	1183.2	2081.3	326.28	559.81	297.10	695.12	1220.9	165.25
41.100	3286.7	1202.1	2084.6	312.80	583.25	306.09	740.12	1185.8	158.69
41.300	3242.3	1184.6	2057.7	308.99	562.27	313.31	669.49	1223.8	164.43
41.500	3231.4	1193.3	2038.1	331.80	530.75	330.77	701.01	1178.1	158.93
41.700	3185.2	1180.4	2004.8	323.40	551.01	306.02	684.16	1163.8	156.78
41.900	3069.3	1143.5	1925.8	321.47	532.85	289.17	670.01	1106.9	148.86
42.100	3071.6	1171.6	1900.0	323.75	533.79	314.07	659.09	1093.5	147.42
42.300	3031.7	1111.3	1920.3	303.90	511.96	295.46	645.39	1125.1	149.83
42.500	3005.7	1117.2	1888.5	320.75	489.30	307.16	602.28	1133.2	152.97
42.700	2939.7	1079.8	1859.9	285.00	518.35	276.48	603.07	1108.5	148.27
42.900	2943.4	1082.7	1860.6	311.76	496.62	274.36	602.18	1108.6	149.90
43.100	2954.1	1107.6	1846.4	284.97	529.36	293.30	625.52	1076.0	144.90
43.300	2897.7	1071.6	1826.1	279.49	511.93	280.22	653.16	1033.2	139.66
43.500	2957.4	1150.8	1806.7	307.68	537.89	305.20	613.11	1052.8	140.70
43.700	2847.5	1070.6	1776.9	286.67	511.59	272.32	582.62	1052.9	141.41
43.900	2821.2	1075.2	1745.9	298.37	503.36	273.48	608.68	1002.1	135.17
44.100	2821.8	987.32	1834.4	268.28	473.23	245.81	611.43	1079.8	143.25
44.300	2770.9	1057.9	1712.9	325.36	490.63	241.96	561.21	1014.0	137.68
44.500	2663.4	1003.8	1659.6	262.21	484.54	257.09	557.44	970.03	132.10
44.700	2654.8	1011.0	1643.8	278.05	472.48	260.45	591.19	928.32	124.32
44.900	2651.6	1000.4	1651.2	275.20	461.77	263.40	555.28	966.59	129.32
45.100	2656.6	1033.7	1622.9	282.53	483.03	268.12	549.43	945.55	127.96
45.300	2559.5	976.18	1583.3	280.33	451.75	244.11	556.35	904.87	122.13
45.500	2485.6	968.53	1517.0	269.45	457.54	241.54	521.53	877.72	117.77
